ID,OBJECTID,SPAD_ID,STREETID,TAX_ID,PRINTKEY,LONGNAME,FIPMCD,FIPPLC,ST_NUMBER,ST_NAME,LU_CODE,Assets_within_Comm_Co_CODEA,Assets_within_Comm_Co_CODEB,Assets_within_Comm_Co_CombinedCode,CombinedCodeNumber,PRE,NAME,TYPE,SUFFIX,MCDNAME,ZIPCODE,NEWADD,LASTEDIT,GRP_NAME,SUITE,APT_ID,UNITS,NOTES,alias1,alias2,alias3,CNTY,AG1,AG2,AG3,FCODE,MUN,LOC_FLD2,Lon,Lat,Corridor,CODEAB_CODEA,CODEAB_CODEB,ENTITY,CODEAB_CombinedCode,Entity2,Entity_Category,GeneralCategories
1493,114916,1521654,12577958,3.115E+25,017.-02-14.1,,73000,73000,411,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13203,5/17/2010,,,UPPER,,2,,,,,67,,,,GIS,SYR,,-76.1523,43.0563,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1494,114917,1521655,12577958,3.115E+25,017.-02-14.0,,73000,73000,409,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13203,5/17/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1523,43.0562,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1514,128157,1522659,12580029,3.115E+25,008.-14-08.0,,73000,73000,1421,LODI ST,482,482,0,48200,48200,,LODI,ST,,SYRACUSE CITY,13208,12/6/2010,,,REAR,,3,Behind and over bakery,,,,67,,,,GIS,SYR,,-76.148,43.0602,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1525,128193,1522697,12580017,3.115E+25,009.-29-36.0,,73000,73000,1500,LODI ST,425,482,0,48200,48200,,LODI,ST,,SYRACUSE CITY,13208,12/6/2010,,,UPPER,,2,,,,,67,,,,GIS,SYR,,-76.1486,43.061,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1535,128203,1522706,12580041,3.115E+25,008.-13-01.0,,73000,73000,1607,LODI ST,483,482,0,48200,48200,,LODI,ST,,SYRACUSE CITY,13208,12/6/2010,,,UPPER,,1,,,,,67,,,,GIS,SYR,,-76.15,43.0613,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1537,128205,1522707,12580041,3.115E+25,009.-17-62.0,,73000,73000,1600,LODI ST,483,482,0,48200,48200,,LODI,ST,,SYRACUSE CITY,13208,12/6/2010,,,UPPER,,1,,,,,67,,,,GIS,SYR,,-76.1494,43.0614,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1542,128210,1522712,12580041,3.115E+25,009.-17-67.0,,73000,73000,1614,LODI ST,425,482,0,48200,48200,,LODI,ST,,SYRACUSE CITY,13208,12/6/2010,,,UPPER,,2,,,,,67,,,,GIS,SYR,,-76.15,43.0617,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1547,128323,1522821,12580039,3.115E+25,009.-16-58.0,,73000,73000,1700,LODI ST,483,482,0,48200,48200,,LODI,ST,,SYRACUSE CITY,13208,12/6/2010,,,UPPER,,2,,,,,67,,,,GIS,SYR,,-76.1503,43.0619,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1610,129013,1523502,12575273,3.115E+25,007.-13-04.0,,73000,73000,1207,N SALINA ST,483,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/14/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1583,43.0663,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1627,129030,1523518,12575163,3.115E+25,007.-17-10.0,,73000,73000,1107,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/14/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1571,43.0648,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1631,129034,1523519,12575158,3.115E+25,007.-17-11.0,,73000,73000,219,KIRKPATRICK ST,483,482,0,48200,48200,,KIRKPATRICK,ST,,SYRACUSE CITY,13208,12/14/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.157,43.0647,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1635,129040,1523525,12575158,3.115E+25,007.-17-18.0,,73000,73000,203,KIRKPATRICK ST,482,482,0,48200,48200,,KIRKPATRICK,ST,,SYRACUSE CITY,13208,12/14/2010,,,,,1,,,,,67,,,,GIS,SYR,,-76.1574,43.0642,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1642,129055,1523537,12575178,3.115E+25,007.-35-09.0,,73000,73000,949,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/15/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1561,43.0639,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1644,129057,1523538,12575178,3.115E+25,007.-35-10.0,,73000,73000,943,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/15/2010,,,,,1,,,,,67,,,,GIS,SYR,,-76.1561,43.0638,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1645,129058,1523539,12575178,3.115E+25,007.-35-11.0,,73000,73000,939,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/15/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.156,43.0637,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1647,129060,1523540,12575178,3.115E+25,007.-35-12.0,,73000,73000,935,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/15/2010,,,UPPER,,2,,,,,67,,,,GIS,SYR,,-76.156,43.0637,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1648,129061,1523541,12575178,3.115E+25,007.-35-13.0,,73000,73000,925,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/15/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1558,43.0635,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1649,129062,1523542,12575178,3.115E+25,007.-35-14.0,,73000,73000,923,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/15/2010,,,,,1,,,,,67,,,,GIS,SYR,,-76.1558,43.0634,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1651,129064,1523543,12575178,3.115E+25,007.-35-15.0,,73000,73000,919,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/15/2010,,,,,1,,,,,67,,,,GIS,SYR,,-76.1557,43.0633,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1655,129068,1523545,12575178,3.115E+25,007.-34-22.0,,73000,73000,914,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/15/2010,,,UPPER,,3,,,,,67,,,,GIS,SYR,,-76.1552,43.0636,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1659,129072,1523546,12575178,3.115E+25,007.-34-25.0,,73000,73000,930,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/15/2010,,,UPPER,,3,,,,,67,,,,GIS,SYR,,-76.1555,43.0639,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1663,129077,1523548,12575170,3.115E+25,007.-34-15.0,,73000,73000,211,ISABELLA ST,483,482,0,48200,48200,,ISABELLA,ST,,SYRACUSE CITY,13208,12/15/2010,,,REAR,,1,,,,,67,,,,GIS,SYR,,-76.1543,43.0635,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1708,129138,1523595,12575150,3.115E+25,007.-14-14.0,,73000,73000,217,DANFORTH ST,482,482,0,48200,48200,,DANFORTH,ST,,SYRACUSE CITY,13208,12/16/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.1588,43.0651,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1719,129161,1524656,12573531,3.115E+25,108.2-07-07.0,,73000,73000,317,SACKETT ST,483,482,0,48200,48200,,SACKETT,ST,,SYRACUSE CITY,13204,1/12/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1769,43.0528,West Genesee,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1724,129166,1523620,12575212,3.115E+25,007.-01-08.0,,73000,73000,2413,LODI ST,483,482,0,48200,48200,,LODI,ST,,SYRACUSE CITY,13208,12/16/2010,,,REAR,,1,,,,,67,,,,GIS,SYR,,-76.1607,43.0664,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1732,129184,1524657,12573531,3.115E+25,108.2-07-07.0,,73000,73000,319,SACKETT ST,483,482,0,48200,48200,,SACKETT,ST,,SYRACUSE CITY,13204,1/12/2010,,,,,1,,,,,67,,,,GIS,SYR,,-76.177,43.0529,West Genesee,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1752,129229,1523676,12575212,3.115E+25,007.-03-15.0,,73000,73000,2400,LODI ST,483,482,0,48200,48200,,LODI,ST,,SYRACUSE CITY,13208,12/16/2010,,,UPPER,,2,,,,,67,,,,GIS,SYR,,-76.1599,43.0665,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1773,129398,1524644,12575222,3.115E+25,002.-24-22.0,,73000,73000,1428,N SALINA ST,483,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/19/2010,,,UPPER,,1,,,,,67,,,,GIS,SYR,,-76.1616,43.0686,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1784,129428,1523868,12575200,3.115E+25,002.-13-12.0,,73000,73000,1601,N SALINA ST,483,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/19/2010,,,UPPER,,2,,,,,67,,,,GIS,SYR,,-76.164,43.0691,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1785,129429,1523869,12575200,3.115E+25,002.-13-12.0,,73000,73000,1603,N SALINA ST,483,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/19/2010,,,,,1,,,,,67,,,,GIS,SYR,,-76.164,43.0692,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1788,129432,1523871,12575200,3.115E+25,002.-13-10.0,,73000,73000,1613,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/19/2010,,,,,1,,,,,67,,,,GIS,SYR,,-76.1643,43.0693,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1791,129435,1523872,12575199,3.115E+25,002.-13-06.0,,73000,73000,120,WOLF ST,481,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/19/2010,2/28/2013,,,,4,,,,,67,,,,GIS,SYR,,-76.1653,43.0696,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1792,129436,1524645,12575200,3.115E+25,002.-13-07.0,,73000,73000,1637,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/19/2010,,,UPPER,,6,,,,,67,,,,GIS,SYR,,-76.1652,43.0696,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1795,129439,1523873,12575221,3.115E+25,002.-15-07.0,,73000,73000,1521,N SALINA ST,483,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/19/2010,,,UPPER,,3,,,,,67,,,,GIS,SYR,,-76.1632,43.0688,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1801,129488,1541343,12580028,3.115E+25,008.-14-16.0,511 BLDG,73000,73000,511,BUTTERNUT ST,480,482,0,48200,48200,,BUTTERNUT,ST,,SYRACUSE CITY,13208,3/23/2015,,,,,0,,,,,67,,,,GIS,SYR,,-76.1482,43.0595,Butternut,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1814,129530,1524131,12575479,3.115E+25,002.-07-10.0,,73000,73000,518,WOLF ST,484,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/20/2010,,,REAR,,1,,,,,67,,,,GIS,SYR,,-76.1615,43.0742,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1827,129543,1523976,12575528,3.115E+25,003.-10-02.0,,73000,73000,814,WOLF ST,483,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/20/2010,,,REAR,,1,,,,,67,,,,GIS,SYR,,-76.1592,43.0776,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1830,129546,1524647,12575528,3.115E+25,003.-03-10.0,,73000,73000,823,WOLF ST,483,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/20/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1594,43.078,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1838,129554,1524132,12575501,3.115E+25,003.-03-17.0,,73000,73000,801,WOLF ST,483,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/20/2010,,,UPPER,,5,,,,,67,,,,GIS,SYR,,-76.1601,43.0772,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1846,129562,1523990,12575483,3.115E+25,003.-02-19.0,,73000,73000,705,WOLF ST,483,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/20/2010,,,UPPER,,1,,,,,67,,,,GIS,SYR,,-76.1609,43.0761,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1849,129585,1524008,12575481,3.115E+25,003.-01-12.0,,73000,73000,625,WOLF ST,483,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/20/2010,,,UPPER,,1,,,,,67,,,,GIS,SYR,,-76.1613,43.0756,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1854,129590,1524010,12575481,3.115E+25,003.-01-17.1,,73000,73000,609,WOLF ST,483,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/20/2010,,,,,1,,,,,67,,,,GIS,SYR,,-76.1616,43.075,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1856,129592,1524012,12575476,3.115E+25,003.-01-21.0,,73000,73000,1600,FIRST NORTH ST,483,482,0,48200,48200,,FIRST NORTH,ST,,SYRACUSE CITY,13208,12/20/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1619,43.0747,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1882,129653,1524070,12575249,3.115E+25,002.-04-06.0,,73000,73000,339,WOLF ST,483,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,2/1/2003,12/20/2010,,REAR,,3,,,,,67,,,,GIS,SYR,,-76.1638,43.0721,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1883,129654,1524126,12575249,3.115E+25,002.-04-06.0,,73000,73000,341,WOLF ST,483,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,2/1/2003,12/20/2010,,,,2,,,,,67,,,,GIS,SYR,,-76.1637,43.0721,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1885,129656,1524071,12575249,3.115E+25,002.-04-07.0,,73000,73000,333,WOLF ST,483,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/20/2010,,,REAR,,2,,,,,67,,,,GIS,SYR,,-76.1639,43.0719,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1909,129725,1524125,12575235,3.115E+25,002.-03-02.0,,73000,73000,223,WOLF ST,481,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/21/2010,,,,,0,,,,,67,,,,GIS,SYR,,-76.1651,43.0703,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1910,129726,1524124,12575235,3.115E+25,002.-03-03.0,,73000,73000,221,WOLF ST,481,482,0,48200,48200,,WOLF,ST,,SYRACUSE CITY,13208,12/21/2010,,,,,0,,,,,67,,,,GIS,SYR,,-76.1651,43.0703,Wolf,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1927,129743,1524146,12575113,3.115E+25,008.-10-20.0,,73000,73000,914,N STATE ST,482,482,0,48200,48200,N,STATE,ST,,SYRACUSE CITY,13208,12/21/2010,,,UPPER,,4,,,,,67,,,,GIS,SYR,,-76.1537,43.0594,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1949,129826,1524211,12580008,3.115E+25,008.-11-15.0,,73000,73000,203,ASH ST,482,482,0,48200,48200,,ASH,ST,,SYRACUSE CITY,13208,12/22/2010,,,,,4,,,,,67,,,,GIS,SYR,,-76.1519,43.0595,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1950,129827,1524212,12575125,3.115E+25,008.-11-15.0,,73000,73000,604,N SALINA ST,482,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/22/2010,,,,,9,,,,,67,,,,GIS,SYR,,-76.1521,43.0596,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1957,129834,1524213,12575125,3.115E+25,008.-11-18.0,,73000,73000,618,N SALINA ST,482,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/22/2010,,,UPPER,,2,,,,,67,,,,GIS,SYR,,-76.1523,43.0598,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1959,129836,1524214,12575125,3.115E+25,008.-11-19.0,,73000,73000,624,N SALINA ST,482,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/22/2010,,,,,4,,,,,67,,,,GIS,SYR,,-76.1524,43.0599,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1962,129839,1524215,12575125,3.115E+25,008.-11-23.0,,73000,73000,654,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/22/2010,,,,,1,,,,,67,,,,GIS,SYR,,-76.1528,43.0604,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1963,129840,1524216,12575125,3.115E+25,008.-11-24.0,,73000,73000,658,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/22/2010,,,UPPER,,10,,,,,67,,,,GIS,SYR,,-76.1528,43.0605,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1965,129848,1524651,12580038,3.115E+25,008.-04-14.0,,73000,73000,1101,N MCBRIDE ST,483,482,0,48200,48200,N,MCBRIDE,ST,,SYRACUSE CITY,13208,12/22/2010,,,,,4,,,,,67,,,,GIS,SYR,,-76.151,43.0616,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1970,129871,1524242,12575168,3.115E+25,008.-02-07.0,,73000,73000,850,N SALINA ST,482,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,,,6,,,,,67,,,,GIS,SYR,,-76.1547,43.0628,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1973,129897,1524266,12580038,3.115E+25,008.-04-12.0,,73000,73000,1107,N MCBRIDE ST,483,482,0,48200,48200,N,MCBRIDE,ST,,SYRACUSE CITY,13208,12/23/2010,,,UPPER,,1,,,,,67,,,,GIS,SYR,,-76.1512,43.0618,Lodi State,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1983,129928,1524293,12579999,3.115E+25,008.-19-15.0,,73000,73000,513,N SALINA ST,482,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,,,9,,,,,67,,,,GIS,SYR,,-76.1523,43.058,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1985,129930,1524294,12579999,3.115E+25,008.-19-14.0,,73000,73000,521,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,,,4,,,,,67,,,,GIS,SYR,,-76.1523,43.0581,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1987,129932,1524295,12579999,3.115E+25,008.-19-13.0,,73000,73000,523,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,UPPER,,1,,,,,67,,,,GIS,SYR,,-76.1523,43.0581,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1989,129934,1524296,12579999,3.115E+25,008.-19-12.0,,73000,73000,525,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,UPPER,,1,,,,,67,,,,GIS,SYR,,-76.1523,43.0582,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1991,129936,1524297,12579999,3.115E+25,008.-19-10.0,,73000,73000,539,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,,,1,,,,,67,,,,GIS,SYR,,-76.1523,43.0584,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1993,129938,1524298,12579999,3.115E+25,008.-19-09.0,,73000,73000,543,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1522,43.0585,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1994,129939,1524301,12579999,3.115E+25,008.-19-05.0,,73000,73000,561,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,,,5,,,,,67,,,,GIS,SYR,,-76.1523,43.0588,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1996,129941,1524299,12579999,3.115E+25,008.-19-08.0,,73000,73000,549,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,,,4,,,,,67,,,,GIS,SYR,,-76.1523,43.0586,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
1998,129943,1524300,12579999,3.115E+25,008.-19-07.0,,73000,73000,553,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,UPPER,,2,,,,,67,,,,GIS,SYR,,-76.1523,43.0587,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
2005,129950,1524302,12579999,3.115E+25,008.-18-04.0,,73000,73000,532,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/23/2010,,,,,11,,,,,67,,,,GIS,SYR,,-76.1519,43.0585,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
2007,129952,1524303,12575125,3.115E+25,008.-10-08.0,,73000,73000,603,N SALINA ST,482,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/26/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1525,43.0594,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
2009,129954,1524304,12575125,3.115E+25,008.-10-07.0,,73000,73000,609,N SALINA ST,482,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/26/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1526,43.0594,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
2010,129955,1524305,12575125,3.115E+25,008.-10-06.0,,73000,73000,611,N SALINA ST,482,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/26/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1526,43.0595,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
2014,129959,1524306,12575126,3.115E+25,008.-07-12.0,,73000,73000,711,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/26/2010,,,,,2,,,,,67,,,,GIS,SYR,,-76.1535,43.0606,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
2016,129961,1524307,12575126,3.115E+25,008.-07-10.0,,73000,73000,717,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/26/2010,,,UPPER,,4,,,,,67,,,,GIS,SYR,,-76.1536,43.0607,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
2018,129963,1524308,12575126,3.115E+25,008.-07-09.0,,73000,73000,719,N SALINA ST,481,482,0,48200,48200,N,SALINA,ST,,SYRACUSE CITY,13208,12/26/2010,,,UPPER,,2,,,,,67,,,,GIS,SYR,,-76.1537,43.0608,North Salina,482,0,APTS IN MULTI USE BLDG,48200,Apts In Multi Use Bldg,Mixed Use,Mixed Use
